ID,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
169,Existing Customer,43,F,2,Post-Graduate,Married,Unknown,Blue,36,3,3,3,20156,1759,18397,0.476,1362,28,0.556,0.087,0.00035594,0.99964
170,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,35,4,3,2,7410,2517,4893,1.924,2398,37,1.176,0.34,0.00017488,0.99983
171,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,44,3,2,3,12163,2082,10081,1.554,2649,56,0.697,0.171,0.00019864,0.9998
172,Existing Customer,44,M,3,Unknown,Married,$60K - $80K,Blue,37,3,2,3,6224,0,6224,0.738,1463,34,0.889,0,0.00021834,0.99978
173,Existing Customer,59,M,0,College,Married,Less than $40K,Blue,49,3,3,3,4250,1095,3155,0.947,1174,27,0.8,0.258,0.00025239,0.99975
174,Existing Customer,53,F,3,Graduate,Married,Unknown,Blue,40,6,3,1,12059,1978,10081,0.877,1836,36,0.895,0.164,0.00011256,0.99989
175,Existing Customer,34,F,3,Uneducated,Married,$40K - $60K,Blue,28,5,1,3,2799,1762,1037,0.986,1817,39,0.56,0.63,9.8837E-05,0.9999
176,Existing Customer,47,M,4,Doctorate,Single,$80K - $120K,Blue,36,3,1,1,18037,0,18037,0.74,1387,36,0.333,0,5.0408E-05,0.99995
177,Existing Customer,54,M,2,College,Married,$120K +,Blue,43,3,2,3,5657,1719,3938,0.606,2028,55,0.667,0.304,0.00018612,0.99981
178,Existing Customer,42,F,2,Graduate,Married,Unknown,Blue,33,6,1,1,13770,2517,11253,0.788,1582,36,0.385,0.183,3.3214E-05,0.99997
179,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,44,6,2,3,4646,1730,2916,0.683,1774,37,0.85,0.372,0.00019313,0.99981
180,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,35,3,3,1,2514,1521,993,0.638,1636,36,0.385,0.605,0.00010848,0.99989
181,Attrited Customer,56,M,0,College,Married,$80K - $120K,Blue,51,3,2,3,14501,0,14501,0.854,1031,25,0.389,0,0.99378,0.00622
182,Attrited Customer,43,M,3,High School,Married,$60K - $80K,Blue,36,1,3,3,8663,288,8375,0.639,916,33,0.32,0.033,0.99673,0.00326528
183,Existing Customer,44,F,4,High School,Divorced,Less than $40K,Blue,36,5,3,3,2333,1485,848,0.692,1198,31,0.722,0.637,0.00030842,0.99969
184,Existing Customer,34,F,4,Graduate,Divorced,$40K - $60K,Blue,26,5,5,3,3038,1539,1499,0.707,2189,54,0.688,0.507,0.00035434,0.99965
185,Existing Customer,61,M,1,Graduate,Unknown,$80K - $120K,Blue,52,6,6,1,8851,0,8851,0.731,1257,36,0.44,0,8.0376E-05,0.99992
186,Existing Customer,54,F,0,Unknown,Married,Less than $40K,Blue,44,6,3,1,2945,2206,739,0.983,1503,35,0.842,0.749,0.00010232,0.9999
187,Existing Customer,49,F,3,High School,Divorced,Unknown,Blue,40,3,3,2,5267,0,5267,0.442,1353,24,0.263,0,0.00018145,0.99982
188,Attrited Customer,56,M,3,High School,Single,$60K - $80K,Blue,45,2,1,3,8512,0,8512,1.038,811,27,1.25,0,0.98941,0.01059
189,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,36,4,3,2,19063,1714,17349,0.786,1270,21,0.615,0.09,0.00016883,0.99983
190,Existing Customer,53,M,4,Graduate,Single,$80K - $120K,Blue,33,5,3,3,5376,1177,4199,0.939,1840,53,0.606,0.219,0.00031726,0.99968
191,Existing Customer,30,F,0,Graduate,Divorced,Unknown,Blue,13,5,1,2,7772,1890,5882,0.754,2585,75,0.829,0.243,4.7263E-05,0.99995
192,Existing Customer,39,F,2,High School,Married,$40K - $60K,Blue,29,6,1,1,9173,2047,7126,1.419,1807,33,0.737,0.223,3.2288E-05,0.99997
193,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Silver,35,4,1,3,34516,1726,32790,0.867,1729,52,0.677,0.05,8.3703E-05,0.99992
194,Existing Customer,54,F,3,Uneducated,Single,Unknown,Blue,36,5,1,2,11975,1542,10433,0.77,1211,35,0.4,0.129,5.8763E-05,0.99994
195,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,36,3,2,3,15405,1691,13714,0.814,1763,44,0.189,0.11,0.00019143,0.99981
196,Existing Customer,43,M,3,Unknown,Single,$40K - $60K,Blue,38,6,1,1,2615,0,2615,0.589,1395,34,0.259,0,3.7884E-05,0.99996
197,Existing Customer,35,M,1,High School,Married,$80K - $120K,Blue,25,6,1,2,23991,2307,21684,0.912,1843,43,0.72,0.096,5.0256E-05,0.99995
198,Existing Customer,39,F,4,College,Married,Less than $40K,Blue,31,4,3,3,1888,1292,596,0.772,1517,33,1.357,0.684,0.00030845,0.99969
199,Existing Customer,61,F,1,Graduate,Married,Less than $40K,Blue,54,3,2,2,3102,2091,1011,0.704,1977,50,1,0.674,0.00010684,0.99989
200,Existing Customer,40,F,3,Graduate,Divorced,Less than $40K,Blue,29,5,2,2,3170,2517,653,1.301,2027,49,0.815,0.794,0.00011811,0.99988
201,Existing Customer,53,M,3,College,Single,$120K +,Blue,36,6,2,0,34516,1901,32615,0.914,1497,43,1.15,0.055,4.2358E-05,0.99996
202,Existing Customer,55,M,2,Unknown,Married,$120K +,Blue,41,4,3,2,14938,0,14938,0.49,1134,31,0.632,0,0.00019771,0.9998
203,Existing Customer,41,M,2,Unknown,Single,$60K - $80K,Blue,24,6,2,2,17298,2310,14988,0.844,3663,65,0.806,0.134,0.00012511,0.99987
204,Existing Customer,35,M,2,Uneducated,Married,Less than $40K,Blue,36,4,3,3,3131,629,2502,0.749,1483,31,0.632,0.201,0.00031104,0.99969
205,Existing Customer,61,M,1,Unknown,Single,$40K - $60K,Blue,47,3,2,2,11915,1631,10284,0.748,1956,63,0.537,0.137,0.00011743,0.99988
206,Attrited Customer,51,M,2,Uneducated,Single,$120K +,Blue,39,3,3,1,16868,0,16868,0.938,940,25,0.471,0,0.99111,0.00889
207,Existing Customer,42,M,3,High School,Single,$40K - $60K,Blue,35,4,3,3,3266,1900,1366,1.568,2183,56,0.75,0.582,0.00030516,0.99969
208,Existing Customer,46,M,2,Unknown,Divorced,$80K - $120K,Blue,30,3,3,3,2770,1286,1484,1.068,2920,74,0.721,0.464,0.00033251,0.99967
209,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,40,3,2,2,3556,2172,1384,0.402,1221,41,0.708,0.611,0.00011604,0.99988
210,Existing Customer,46,M,4,Uneducated,Married,$40K - $60K,Blue,35,3,2,2,9149,1566,7583,0.971,1790,60,0.765,0.171,0.00012274,0.99988
211,Existing Customer,26,M,0,Graduate,Single,Unknown,Blue,19,4,1,2,1438.3,0,1438.3,0.472,2005,47,0.469,0,4.7263E-05,0.99995
212,Existing Customer,46,M,3,High School,Married,$60K - $80K,Blue,35,4,3,3,14701,1635,13066,0.618,3490,69,0.533,0.111,0.00030516,0.99969
213,Existing Customer,62,M,1,Graduate,Married,$60K - $80K,Blue,44,5,2,2,14825,962,13863,0.76,1904,49,0.531,0.065,0.00010684,0.99989
214,Existing Customer,55,M,2,Uneducated,Divorced,$60K - $80K,Blue,49,4,5,3,10127,1873,8254,0.573,1647,53,0.472,0.185,0.0003474,0.99965
215,Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,45,5,1,2,2929,2431,498,1.632,1903,39,0.625,0.83,5.3547E-05,0.99995
216,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,24,5,2,0,3735,1176,2559,1.184,1564,41,0.708,0.315,3.5025E-05,0.99996
217,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,18,5,1,2,2930,2024,906,0.903,1686,34,0.7,0.691,5.9391E-05,0.99994
218,Existing Customer,33,F,4,High School,Single,Unknown,Blue,29,6,2,3,12716,1496,11220,1.032,2412,64,0.6,0.118,0.00019517,0.9998
219,Existing Customer,42,M,2,College,Married,$80K - $120K,Blue,32,5,2,2,22120,1805,20315,0.65,3981,65,0.667,0.082,0.00011066,0.99989
220,Existing Customer,33,M,2,Post-Graduate,Married,$80K - $120K,Blue,22,3,3,3,1438.3,681,757.3,1.542,2730,48,0.778,0.473,0.00035594,0.99964
221,Existing Customer,60,F,0,High School,Single,Unknown,Blue,36,3,2,2,4546,0,4546,0.66,1361,34,0.308,0,9.4951E-05,0.99991
222,Attrited Customer,65,M,1,High School,Married,Less than $40K,Blue,47,3,2,1,1759,0,1759,1.058,821,18,0.5,0,0.98429,0.01571
223,Attrited Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,36,3,3,3,4829,2418,2411,0.601,938,21,0.4,0.501,0.99649,0.00350838
224,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,47,5,3,2,7692,1678,6014,1.423,1861,42,0.5,0.218,0.00016966,0.99983
225,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,39,4,3,2,2156,1208,948,0.569,1345,28,0.647,0.56,0.0001857,0.99981
226,Existing Customer,62,M,1,Uneducated,Married,$60K - $80K,Blue,36,6,3,3,9521,1669,7852,1.308,2444,63,0.4,0.175,0.00029196,0.99971
227,Existing Customer,51,M,2,College,Single,$120K +,Blue,41,6,3,2,26714,2517,24197,0.758,1686,50,0.724,0.094,0.00017488,0.99983
228,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,47,6,2,3,2092,1387,705,0.731,1468,30,0.304,0.663,0.00019143,0.99981
229,Existing Customer,38,F,3,High School,Married,Unknown,Blue,32,4,2,1,11594,2072,9522,0.983,2320,51,0.594,0.179,6.9242E-05,0.99993
230,Existing Customer,32,F,0,Graduate,Married,Less than $40K,Blue,19,6,1,0,2834,1418,1416,1.458,1598,39,0.773,0.5,1.7434E-05,0.99998
231,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,37,4,3,2,4724,2056,2668,0.423,1232,31,0.55,0.435,0.00018864,0.99981
232,Existing Customer,51,F,0,Unknown,Divorced,Less than $40K,Blue,47,6,4,3,3049,1151,1898,0.533,4027,76,0.52,0.378,0.00034484,0.99966
233,Existing Customer,50,M,2,Unknown,Divorced,$80K - $120K,Blue,36,4,3,1,20614,0,20614,0.926,1922,48,0.6,0,0.00011924,0.99988
234,Existing Customer,64,F,0,Uneducated,Married,Unknown,Blue,54,6,1,2,3250,1992,1258,0.715,1355,36,0.565,0.613,4.8595E-05,0.99995
235,Existing Customer,53,F,1,Doctorate,Married,Less than $40K,Blue,36,3,1,2,3128,2517,611,0.696,2361,42,0.826,0.805,7.4811E-05,0.99993
236,Attrited Customer,42,M,2,Uneducated,Single,$60K - $80K,Blue,30,2,2,3,6414,0,6414,0.718,708,14,0.4,0,0.99495,0.00505
237,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,34,6,3,0,2506,0,2506,0.598,1687,62,0.59,0,6.8853E-05,0.99993
238,Existing Customer,52,F,4,High School,Single,Unknown,Blue,47,6,2,3,7469,2338,5131,0.441,1212,33,0.32,0.313,0.00019517,0.9998
239,Existing Customer,60,F,2,High School,Married,Less than $40K,Blue,36,4,3,2,3460,2517,943,1.144,1752,34,1.125,0.727,0.00017486,0.99983
240,Existing Customer,30,M,1,Graduate,Married,$80K - $120K,Blue,19,5,3,2,9959,2377,7582,1.1,1560,39,0.696,0.239,0.00016883,0.99983
241,Existing Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,39,4,1,2,4175,2517,1658,0.551,1520,36,0.44,0.603,5.8763E-05,0.99994
242,Existing Customer,60,M,1,Uneducated,Married,$60K - $80K,Blue,48,3,1,3,10264,2073,8191,0.62,1685,45,0.364,0.202,8.9404E-05,0.99991
243,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,36,4,3,3,4129,0,4129,0.96,1678,40,1,0,0.00029408,0.99971
244,Existing Customer,65,F,2,High School,Married,$40K - $60K,Blue,45,6,2,2,2658,1514,1144,1.193,1627,26,1,0.57,0.00011065,0.99989
245,Existing Customer,44,F,2,College,Single,$40K - $60K,Blue,33,4,2,3,4589,1240,3349,0.856,1637,61,0.906,0.27,0.00018612,0.99981
246,Existing Customer,56,F,2,College,Married,Less than $40K,Blue,36,6,1,2,2781,1035,1746,0.816,1707,42,1.211,0.372,5.3547E-05,0.99995
247,Existing Customer,45,F,4,High School,Married,Unknown,Blue,39,4,3,2,24880,836,24044,0.701,1208,25,1.083,0.034,0.00018339,0.99982
248,Existing Customer,37,M,3,Graduate,Unknown,$40K - $60K,Blue,31,6,1,2,8504,1956,6548,0.963,1881,51,0.417,0.23,5.7151E-05,0.99994
249,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,39,5,1,3,8091,1996,6095,0.646,1360,28,0.647,0.247,9.0056E-05,0.99991
250,Existing Customer,37,F,4,College,Married,$40K - $60K,Blue,30,4,4,3,3417,2517,900,0.992,1641,32,0.882,0.737,0.00037275,0.99963
251,Existing Customer,39,M,1,Uneducated,Single,$60K - $80K,Blue,22,4,3,3,9204,845,8359,0.673,1820,58,0.611,0.092,0.00029196,0.99971
252,Existing Customer,41,M,2,Graduate,Married,$120K +,Blue,32,5,2,3,14302,2097,12205,0.407,1505,35,0.591,0.147,0.00019143,0.99981
253,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,45,5,2,0,3187,2517,670,1.144,1627,38,0.652,0.79,4.0816E-05,0.99996
254,Existing Customer,34,M,1,Graduate,Married,$80K - $120K,Blue,36,5,3,2,6313,782,5531,0.931,1703,34,0.889,0.124,0.00016883,0.99983
255,Existing Customer,52,M,2,Unknown,Single,$80K - $120K,Blue,47,6,1,3,15904,1024,14880,0.369,1433,33,0.5,0.064,0.00010183,0.9999
256,Existing Customer,54,F,0,Post-Graduate,Single,Less than $40K,Silver,39,6,2,3,11696,2288,9408,0.973,2445,60,0.765,0.196,0.00017466,0.99983
257,Existing Customer,40,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,5,3,2,20371,1832,18539,0.907,1665,45,0.8,0.09,0.00021962,0.99978
258,Existing Customer,52,M,0,High School,Married,$120K +,Silver,41,3,3,1,34516,1043,33473,0.562,1489,38,0.357,0.03,8.1766E-05,0.99992
259,Existing Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,33,3,1,3,7552,0,7552,0.463,1393,32,0.455,0,9.6126E-05,0.9999
260,Existing Customer,61,M,0,Post-Graduate,Married,$40K - $60K,Blue,53,5,1,2,5561,1434,4127,1.423,1820,42,0.826,0.258,5.5613E-05,0.99994
261,Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,52,6,3,2,1441,0,1441,1.364,2742,58,0.758,0,0.00017486,0.99983
262,Existing Customer,51,M,2,Unknown,Unknown,$120K +,Blue,33,6,2,2,19715,1014,18701,1.437,1979,40,0.667,0.051,0.00012511,0.99987
263,Existing Customer,60,M,1,Unknown,Single,Less than $40K,Blue,52,5,3,2,2486,1464,1022,0.731,1378,27,0.421,0.589,0.00018558,0.99981
264,Existing Customer,48,F,2,College,Married,Less than $40K,Blue,44,5,1,3,4570,2439,2131,0.693,1520,34,0.7,0.534,9.0064E-05,0.99991
265,Existing Customer,34,M,0,High School,Married,$40K - $60K,Blue,13,3,3,2,3870,1394,2476,0.827,1588,36,0.714,0.36,0.00015005,0.99985
266,Existing Customer,49,M,4,High School,Married,$60K - $80K,Blue,36,6,3,2,12938,661,12277,0.725,1282,32,0.778,0.051,0.00018339,0.99982
267,Existing Customer,53,M,3,High School,Married,$120K +,Blue,36,3,1,3,21178,1796,19382,1.182,1872,59,1.107,0.085,9.3448E-05,0.99991
268,Existing Customer,34,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,0,12182,1136,11046,0.753,2295,63,0.5,0.093,4.317E-05,0.99996
269,Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,42,6,2,0,3583,0,3583,1.088,1065,28,1.545,0,4.1986E-05,0.99996
270,Existing Customer,40,M,3,Graduate,Single,$120K +,Blue,27,4,2,3,17018,0,17018,0.69,1550,47,0.621,0,0.00019864,0.9998
271,Existing Customer,49,F,5,College,Single,Unknown,Blue,41,6,3,2,16031,2245,13786,0.635,1527,57,0.462,0.14,0.00018054,0.99982
272,Attrited Customer,41,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,4203,2517,1686,0.771,1489,43,0.536,0.599,0.9949,0.0051
273,Existing Customer,46,M,3,Graduate,Divorced,Less than $40K,Blue,36,5,1,3,4213,997,3216,0.668,1264,30,0.667,0.237,9.6126E-05,0.9999
274,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,33,6,2,2,21548,1180,20368,0.52,1582,38,0.652,0.055,0.00011937,0.99988
275,Existing Customer,30,M,0,Graduate,Unknown,$60K - $80K,Blue,36,3,5,3,18513,2517,15996,0.524,1567,33,0.941,0.136,0.00028995,0.99971
276,Existing Customer,59,M,1,Post-Graduate,Married,$40K - $60K,Blue,36,4,2,2,2483,1372,1111,1.642,1704,35,0.458,0.553,0.00012571,0.99987
277,Existing Customer,50,M,0,Doctorate,Single,$80K - $120K,Blue,38,5,2,2,3460,1881,1579,0.622,1546,35,1.059,0.544,0.00014134,0.99986
278,Existing Customer,49,M,2,Unknown,Unknown,$60K - $80K,Blue,36,5,3,2,6511,1790,4721,0.397,1478,38,0.267,0.275,0.00019771,0.9998
279,Attrited Customer,45,M,5,High School,Unknown,$60K - $80K,Blue,40,3,3,1,1438.3,0,1438.3,1.23,2132,31,0.107,0,0.9909,0.0091
280,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,36,3,2,2,2615,1772,843,0.611,1419,38,0.357,0.678,0.00010386,0.9999
281,Existing Customer,42,F,1,Doctorate,Married,$40K - $60K,Blue,35,4,3,2,2985,2355,630,0.602,1065,27,0.588,0.789,0.00024431,0.99976
282,Existing Customer,46,M,5,High School,Married,$40K - $60K,Silver,28,5,1,3,18797,2158,16639,0.446,1364,40,0.538,0.115,8.4008E-05,0.99992
283,Existing Customer,33,M,1,Graduate,Married,$60K - $80K,Blue,22,3,1,3,2859,2517,342,1.254,2247,36,0.636,0.88,8.6952E-05,0.99991
284,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,38,4,3,0,2888,2245,643,0.772,1111,26,0.368,0.777,6.6354E-05,0.99993
285,Existing Customer,61,M,0,High School,Married,$60K - $80K,Blue,36,4,3,3,9172,1567,7605,1.451,1836,42,0.75,0.171,0.00025237,0.99975
286,Existing Customer,42,M,5,Uneducated,Married,$40K - $60K,Blue,34,5,3,2,14281,1519,12762,0.256,1164,35,0.522,0.106,0.00019094,0.99981
287,Existing Customer,47,F,4,Graduate,Single,Less than $40K,Blue,39,3,2,3,7353,1450,5903,0.739,2005,54,0.459,0.197,0.00020077,0.9998
288,Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,2,5145,0,5145,0.693,1588,35,0.944,0,0.00011382,0.99989
289,Existing Customer,53,F,4,Graduate,Married,$40K - $60K,Blue,36,3,2,3,4753,2472,2281,1.274,2242,49,0.815,0.52,0.00020077,0.9998
290,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,26,3,3,3,2171,1418,753,0.505,1415,45,0.406,0.653,0.0003139,0.99969
291,Existing Customer,26,M,0,College,Divorced,Less than $40K,Blue,36,5,2,3,4150,456,3694,1.126,2483,74,0.542,0.11,0.00015971,0.99984
292,Existing Customer,45,M,3,Graduate,Married,$60K - $80K,Blue,41,6,3,3,9106,2477,6629,0.515,1239,33,0.737,0.272,0.0003139,0.99969
293,Existing Customer,36,M,2,High School,Divorced,$40K - $60K,Blue,36,3,3,2,2686,1733,953,0.706,2057,53,0.71,0.645,0.00017486,0.99983
294,Existing Customer,42,M,3,High School,Unknown,$60K - $80K,Blue,38,5,1,2,10239,510,9729,0.344,1228,26,0.529,0.05,5.5559E-05,0.99994
295,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,36,4,3,2,34516,549,33967,0.78,1629,32,0.778,0.016,0.00016883,0.99983
296,Existing Customer,37,M,3,Graduate,Married,$120K +,Blue,25,3,3,0,15017,1733,13284,0.635,2076,58,0.487,0.115,6.8853E-05,0.99993
297,Existing Customer,53,M,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,2,4426,1530,2896,0.518,1231,34,0.214,0.346,5.3155E-05,0.99995
298,Existing Customer,65,F,1,Post-Graduate,Married,$40K - $60K,Blue,52,5,3,3,2155,0,2155,1.423,1655,27,1.25,0,0.00033411,0.99967
299,Existing Customer,47,M,1,Uneducated,Unknown,$80K - $120K,Blue,34,4,1,3,20620,1085,19535,1.276,1477,23,0.533,0.053,8.9404E-05,0.99991
300,Existing Customer,38,M,0,Uneducated,Married,$60K - $80K,Blue,19,3,1,3,3238,2146,1092,0.673,1501,45,0.667,0.663,8.1736E-05,0.99992
